age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
, Private,29,37, High school graduate,1932, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Full-time schedules,14920,0,7, Joint both under 65, Not in universe,Alabama, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Indiana,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
,Private,32,43,10th grade,0,High school,Never married,Retail trade,Farming forestry and fishing,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,2,Single,South,Ohio,Child 18+ never marr Not in a subfamily,Child 18 or older,No,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,19,94,0
, Not in universe,0,0, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,2007,Joint one under 65 & one 65+, Not in universe,Rhode Island, Householder, Householder, Not in universe under 1 year old,1, Not in universe, Poland, United-States, United-States, Foreign born- U S citizen by naturalization,1, Not in universe,2,0,95,1
,Private,36,2,Some college but no degree,0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,3,Joint both under 65,Not in universe,South Carolina,Spouse of householder,Spouse of householder,Not in universe under 1 year old,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,49,95,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Amer Indian Aleut or Eskimo, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,Illinois, RP of unrelated subfamily, Other relative of householder, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
, Private,44,31, High school graduate,0, Not in universe, Widowed, Education, Adm support including clerical, White, All other, Male, No, Not in universe, Children or Armed Forces,3,0,5, Head of household, Not in universe,Oklahoma, Householder, Householder, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
,Private,42,12,High school graduate,0,Not in universe,Married-civilian spouse present,Medical except hospital, Technicians and related support,White,All other,Female,Not in universe,Not in universe,Full-time schedules,1,0,4,Joint one under 65 & one 65+,Not in universe,California,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,40,95,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,5,0,0, Nonfiler, Not in universe,Kentucky, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
,Private,33,19,10th grade,493,High school,Never married,Retail trade,Sales,White,All other,Female,Not in universe, Job leaver,Unemployed full-time,0,0,6,Single,Not in universe,Vermont,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,25,95,0
,Private,44,10,Doctorate degree(PhD EdD),0,Not in universe,Married-civilian spouse present,Other professional services,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,5,Joint both under 65,Not in universe,Oregon,Spouse of householder,Householder,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
,Private,43,24,Some college but no degree,0,Not in universe,Widowed,Social services,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Full-time schedules,4,0,6,Joint both under 65,Not in universe,Idaho,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
, Not in universe,43,0, 9th grade,0, Not in universe, Married-A F spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,12,0,7, Joint one under 65 & one 65+, Not in universe,Massachusetts, Nonfamily householder, Householder, Not in universe under 1 year old,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,20,95,0
, Not in universe,0,0, High school graduate,0, High school, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,4, Nonfiler, Not in universe,Pennsylvania, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,0, Not in universe, United-States, ?, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
,Private,30,35,10th grade,0,Not in universe,Married-civilian spouse present,Construction,Precision production craft & repair,White,Mexican (Mexicano),Male,No,Not in universe,Children or Armed Forces,2,0,2,Joint both under 65,Not in universe,Ohio,Spouse of householder,Spouse of householder,Yes,2,Not in universe, Trinadad&Tobago,Italy,,Foreign born- U S citizen by naturalization,0,Not in universe,2,20,94,0
,Local government,30,34,High school graduate,0,Not in universe,Married-civilian spouse present,Personal services except private HH,Other service,White,Puerto Rican,Male,Not in universe,Re-entrant,Children or Armed Forces,0,0,4,Joint both under 65,Not in universe,Wyoming,Householder,Householder,Yes,6,Not in universe,Puerto-Rico,Puerto-Rico,Puerto-Rico,Native- Born in Puerto Rico or U S Outlying,0,Not in universe,2,52,94,0
,Private,10,38,High school graduate,0,Not in universe,Never married,Manufacturing-durable goods,Machine operators assmblrs & inspctrs,White,All other,Male,No,Not in universe,Children or Armed Forces,4,0,3,Single,Not in universe,Delaware,Nonfamily householder,Child 18 or older,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,38,94,0
, Not in universe,0,0, High school graduate,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,6, Nonfiler, Not in universe,Arkansas,Grandchild <18 never marr not in subfamily, Child 18 or older, Not in universe under 1 year old,0, Not in universe, Philippines, Yugoslavia, Germany, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,95,0
, Not in universe,0,0, High school graduate,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,4, Joint both 65+, Not in universe,Wyoming, Householder, Householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,1,0,94,0
,Not in universe,0,0,High school graduate,0,College or university,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,8,Nonfiler,Midwest,New Jersey,Child <18 never marr not in subfamily,Child under 18 never married,No,5,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
,Self-employed-incorporated,33,16,10th grade,1,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,15041,0,5,Joint both under 65,Not in universe,North Dakota,Householder,Householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
,Private,33,33,7th and 8th grade,1,Not in universe,Never married,Retail trade,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Nebraska,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
, Private,30,0, 10th grade,0, Not in universe, Married-civilian spouse present, Business and repair services, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,9,0,3, Joint one under 65 & one 65+, Not in universe,Missouri, Householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,25,95,0
,Private,9,36,7th and 8th grade,0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Not in universe,Full-time schedules,2,0,4,Joint both under 65,Not in universe,Michigan,Householder,Householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
