age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
29,Private,41,10,Some college but no degree,0,Not in universe,Married-civilian spouse present,Hospital services,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,6,Joint both under 65,Not in universe,Idaho,Spouse of householder,Spouse of householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
29,Private,30,27,High school graduate,0,Not in universe,Never married,Retail trade,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Single,Not in universe,Oregon,Child 18+ never marr Not in a subfamily,Child 18 or older,Yes,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,1,Not in universe,2,52,94,0
2,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Pennsylvania,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
5,Private,33,0,9th grade,0,High school,Never married,Retail trade,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,4,Nonfiler,Not in universe,Connecticut,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
12, Private,33,19, 11th grade,0, High school, Never married, Retail trade, Sales, White, All other, Female, No, Re-entrant, Unemployed part- time,0,0,7, Single, Not in universe,Mississippi, Child 18+ never marr Not in a subfamily, Child 18 or older, Not in universe under 1 year old,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,3,95,0
43,Private,30,33,5th or 6th grade,0,Not in universe,Married-civilian spouse present,Personal services except private HH,Precision production craft & repair,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,5,0,2,Joint both under 65,Not in universe,Arkansas,Householder,Householder,Yes,2,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,52,94,0
54, Self-employed-incorporated,35,17, 5th or 6th grade,0, Not in universe, Married-civilian spouse present, Utilities and sanitary services, Farming forestry and fishing, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,3,0,2, Joint both under 65, Not in universe,Nebraska, Householder, Householder, Yes,1, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
44, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,1,7, Joint one under 65 & one 65+, Not in universe,Georgia, Spouse of householder, Spouse of householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
52,Not in universe,0,0,7th and 8th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,Black,Other Spanish,Female,Not in universe,Not in universe,Not in labor force,4,0,186,Nonfiler,Not in universe,New York,Other Rel <18 never marr not in subfamily,Other relative of householder,Not in universe under 1 year old,0,Not in universe,Honduras,,China,Foreign born- Not a citizen of U S,0,Not in universe,2,0,95,0
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,5, Nonfiler, Not in universe,Virginia, In group quarters, Child under 18 never married, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
63,Private,32,29,High school graduate,0,Not in universe,Married-civilian spouse present,Retail trade,Sales,Black,All other,Male,Not in universe,Not in universe,Full-time schedules,2,1,2,Joint both under 65,Not in universe,North Dakota,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,1
55,Not in universe,0,0,High school graduate,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,5376,Joint one under 65 & one 65+,Not in universe,Missouri,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,India,Ireland,Canada,Foreign born- Not a citizen of U S,0,Not in universe,2,0,95,1
19,Not in universe,0,0,10th grade,0,High school,Never married,Not in universe or children,Not in universe,Amer Indian Aleut or Eskimo,All other,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,0,Nonfiler,Not in universe,Montana,Other Rel <18 never marr child of subfamily RP,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
15, Private,10,2, High school graduate,0, Not in universe, Never married, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,7,0,14, Single, Not in universe,South Dakota, Secondary individual, Other relative of householder, Not in universe under 1 year old,6, Not in universe, United-States, Panama, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
47,Private,44,11,Associates degree-occup /vocational,657,Not in universe,Married-civilian spouse present,Hospital services,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Full-time schedules,2,0,7,Joint both under 65,Not in universe,Mississippi,Spouse of householder,Spouse of householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
13, Private,32,37, High school graduate,0, Not in universe, Never married, Retail trade, Precision production craft & repair, White, All other, Male, No, Re-entrant, Children or Armed Forces,1,0,9, Single, Not in universe,Massachusetts, Child <18 never marr not in subfamily, Child 18 or older, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,37,94,0
53, Private,44,7, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Divorced, Medical except hospital, Professional specialty, White, All other, Female, No, Not in universe, Full-time schedules,0,0,5, Head of household, Not in universe,Nebraska, Nonfamily householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
18,Never worked,0,0,10th grade,0,High school,Never married,Not in universe or children,Not in universe,White,Central or South American,Female,Not in universe,Re-entrant,Children or Armed Forces,2,1,3,Nonfiler,South,North Carolina,Other Rel 18+ spouse of subfamily RP,Child 18 or older,Yes,5,Not in universe,Taiwan,United-States,United-States,Native- Born abroad of American Parent(s),0,Not in universe,2,0,94,0
10,Private,37,1,Some college but no degree,0,Not in universe,Never married,Personal services except private HH,Executive admin and managerial,Asian or Pacific Islander,Central or South American,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Single,Not in universe,Colorado,Child 18+ never marr Not in a subfamily,Child 18 or older,Yes,2,Not in universe,, Germany,Trinadad&Tobago,Foreign born- Not a citizen of U S,0,Not in universe,2,26,94,0
34,Private,42,10,Some college but no degree,0,Not in universe,Never married,Manufacturing-nondurable goods,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,5,Single,Not in universe,Alabama,Secondary individual,Nonrelative of householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,Ecuador,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,95,1
42,Private,38,12,Masters degree(MA MS MEng MEd MSW MBA),1646,Not in universe,Divorced,Hospital services,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Single,Midwest,New Hampshire,Nonfamily householder,Householder,No,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
26, State government,43,25, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Medical except hospital, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Unemployed part- time,2,1,6, Joint both under 65, Not in universe,South Carolina, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
30,Private,4,35,Some college but no degree,1,Not in universe,Never married,Construction,Precision production craft & repair,White,All other,Male,No,Not in universe,Children or Armed Forces,10,0,5,Single,Not in universe,Wisconsin,Householder,Householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,48,95,0
16,Not in universe,33,44,10th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,12,0,3,Nonfiler,Not in universe,Alaska,In group quarters,Other relative of householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
71, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,4,0,8, Joint both under 65, Not in universe,Idaho, Householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
