age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
48, Private,45,3, Bachelors degree(BA AB BS),748, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, No, Not in universe, Children or Armed Forces,6,0,1, Joint both under 65, Not in universe,Louisiana, Householder, Householder, No,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
4,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,Puerto Rican,Male,Not in universe,Not in universe,Children or Armed Forces,9,0,10,Nonfiler,Not in universe,Rhode Island,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,Puerto-Rico,Puerto-Rico,Puerto-Rico,Native- Born in the United States,0,Not in universe,0,0,95,0
50,Self-employed-incorporated,43,10,High school graduate,0,Not in universe,Married-civilian spouse present,Education,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Joint both under 65,Not in universe,Mississippi,Spouse of householder,Spouse of householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
79,Not in universe,0,0,7th and 8th grade,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,0,0,4548,Nonfiler,Not in universe,West Virginia,Householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Yes,1,0,95,0
19, Private,11,35, High school graduate,0, Not in universe, Never married, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male,Yes, Not in universe, Full-time schedules,6,0,10, Single, Not in universe,Arkansas, Nonfamily householder, Nonrelative of householder, Not in universe under 1 year old,6, Not in universe, Canada, United-States, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,1
47,Private,44,25,Associates degree-academic program,0,Not in universe,Married-civilian spouse present,Education,Adm support including clerical,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,6,Joint both under 65,Not in universe,Wisconsin,Spouse of householder,Spouse of householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,Germany,Native- Born in the United States,1,Not in universe,2,52,95,0
51,Local government,49,2,Doctorate degree(PhD EdD),0,Not in universe,Married-civilian spouse present,Public administration,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,1,Joint both under 65,Not in universe,Hawaii,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
12,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Asian or Pacific Islander,All other,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,0,Nonfiler,Not in universe,Texas,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
8, Not in universe,0,0, 12th grade no diploma,0, High school, Never married, Retail trade, Not in universe, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Children or Armed Forces,0,0,10, Nonfiler, West,Iowa, Child <18 never marr not in subfamily, Child under 18 never married, No,0,Father only present, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
29, Private,33,17, High school graduate,0, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Female, No, Not in universe, Full-time schedules,3,0,6, Joint both under 65, Not in universe,Louisiana, Spouse of householder, Spouse of householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,18,95,0
18,Private,33,33,Children,0,Not in universe,Never married,Retail trade,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,10,0,4,Nonfiler,Not in universe,Oklahoma,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
15,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Nonfiler,Not in universe,Kentucky,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
22, Private,11,33, High school graduate,0, Not in universe, Never married, Manufacturing-durable goods, Transportation and material moving, White, All other, Male,Yes, Not in universe, Children or Armed Forces,8,0,6, Single, Midwest,Arkansas, Secondary individual, Householder, No,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
3,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,12,0,7,Nonfiler,Not in universe,Ohio,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
62,Private,34,2,Some college but no degree,0,High school,Married-civilian spouse present,Finance insurance and real estate,Private household services,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Joint both under 65,Midwest,Georgia,Spouse of householder,Child 18 or older,No,1,Not in universe,United-States,England,United-States,Native- Born in the United States,0,Not in universe,2,19,94,0
10,Private,33,24,Some college but no degree,0,College or university,Never married,Retail trade,Adm support including clerical,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,8,Single,Northeast,North Carolina,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
2, Not in universe,0,0, 10th grade,0, Not in universe, Divorced, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,6,0,2, Nonfiler, Northeast,South Dakota, Other Rel <18 never marr not in subfamily, Nonrelative of householder, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
19,Private,32,43,9th grade,492,High school,Never married,Retail trade,Handlers equip cleaners etc,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Unemployed part- time,6,0,6,Single,Not in universe,Connecticut,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,Mexico,Mexico,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
12, Private,3,35, High school graduate,0, Not in universe, Never married, Manufacturing-durable goods, Handlers equip cleaners etc , White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,9, Nonfiler, Not in universe,Colorado, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,6, Mother only present, United-States, United-States, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,25,94,1
48,Private,28,36,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Business and repair services,Other service,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Joint both under 65,West,Washington,Householder,Householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
62, Private,30,36, High school graduate,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Yes, Not in universe, Full-time schedules,12,0,6, Joint both under 65, Not in universe,Iowa, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
15, Private,33,34, Some college but no degree,1, Not in universe, Never married, Private household services, Other service, White, All other, Male, Not in universe, Not in universe, Full-time schedules,2,0,8, Single, Not in universe,Ohio, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,2, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
55,State government,51,28,Associates degree-academic program,1,Not in universe, Married-A F spouse present,Business and repair services,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,7537,0,0,Joint both under 65,Not in universe,Virginia,Householder,Householder,Yes,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,No,2,52,94,0
50,Private,33,29,High school graduate,0,Not in universe,Separated,Retail trade,Other service,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Head of household,West,Louisiana,Householder,Householder,No,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,18,94,0
