age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
59, Private,9,36, High school graduate,0, Not in universe, Never married,  mAnufacturing-durable gOods, Machine operators assmblrs & inspctrs, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,7, Single, Not in universe,Oregon, Secondary individual, Child 18 or older, Not in universe under 1 year old,6, Not in universe, United-States, ?, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
36,Not in universe,0,0,11th grade,0,Not in universe,Married-civilian spouse present, nOt In univeRse Or chIldren,Not in universe,White,All other,Male,Not in universe,New entrant,Not in labor force,2,0,2,Nonfiler,Not in universe,Kentucky,Householder,Householder,Not in universe under 1 year old,0,Not in universe,Germany,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
83, Not in universe,0,0, High school graduate,0, Not in universe, Widowed,  nOt In uNiverse Or chIldren, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,4,0,4, Single, Not in universe,Alaska, Nonfamily householder, Householder, Not in universe under 1 year old,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,25,95,1
56,Private,5,34,10th grade,0,Not in universe,Divorced, conStruction,Precision production craft & repair,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,9,0,8,Joint both under 65,Not in universe,Maine,Householder,Householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,25,95,0
13, Private,32,26, 12th grade no diploma,0, High school, Never married,  retAil tRade, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Joint both under 65, Not in universe,Alaska, Other Rel 18+ ever marr not in subfamily, Other relative of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,95,0
8,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In univErse Or chIldren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,North Carolina,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
6, Private,36,2, High school graduate,0, Not in universe, Never married, eNtertainment, Executive admin and managerial, White, All other, Male, No, Not in universe, PT for non-econ reasons usually FT,8,0,7, Single, Northeast,Utah, Secondary individual, Nonrelative of householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
50,Not in universe,0,0,Some college but no degree,0,Not in universe,Never married, nOt In unIverse Or cHildren,Not in universe,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,0,0,5,Nonfiler,Not in universe,California,Nonfamily householder,Householder,Yes,0,Not in universe,Columbia,El-Salvador,Canada,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,94,0
53, Self-employed-incorporated,28,35, 5th or 6th grade,0, Not in universe, Married-civilian spouse present,  agricultUre, Sales, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Full-time schedules,15243,0,0, Joint both under 65, Not in universe,North Dakota, Householder, Householder, Not in universe under 1 year old,6, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
23, Not in universe,0,0, 12th grade no diploma,0, Not in universe, Never married,  nOt In univerSe Or chiLdren, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Other job loser, Not in labor force,7,0,7, Nonfiler, Not in universe,Delaware, Nonfamily householder, Child 18 or older, Not in universe under 1 year old,0, Not in universe, Poland, France, Italy, Foreign born- Not a citizen of U S ,0, Not in universe,2,2,95,0
64, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-civilian spouse present,  nOt In unIverse Or chiLdren, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,10, Joint both under 65, Not in universe,Rhode Island, Spouse of householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, ?, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
59, Private,42,30, High school graduate,0, Not in universe, Widowed,  mediCal excEpt hOspital, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,2,0,2, Single, Not in universe,West Virginia, Nonfamily householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,26,95,0
0, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univerSe Or childrEn, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,3,0,0, Nonfiler, Not in universe,South Carolina, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Both parents present,Nicaragua, England, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
5, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In unIverse Or chiLdren, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,7,0,6, Nonfiler, Not in universe,Rhode Island, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present,Mexico,Mexico, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
62,Local government,42,30,High school graduate,0,Not in universe,Married-civilian spouse present, educAtion,Technicians and related support,White,All other,Female,Not in universe,Not in universe,Full-time schedules,2,0,2,Joint both under 65,Not in universe,North Dakota,Spouse of householder,Spouse of householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,30,95,0
69,Local government,43,26,Associates degree-academic program,0,Not in universe,Separated, transportaTion,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,3,0,2,Head of household,Not in universe,Arizona,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
40, Private,41,26, Associates degree-academic program,729, Not in universe, Married-civilian spouse present,  eDucation, Adm support including clerical, White, All other, Female, No, Not in universe, Full-time schedules,0,1,10, Joint both under 65, Not in universe,Kentucky, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,95,0
6,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In unIverse Or chilDren,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Nonfiler,Not in universe,Mississippi,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
55,Private,10,37,Some college but no degree,1449,Not in universe,Divorced, manufacturing-duRable gooDs,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Single,Not in universe,Kentucky,Nonfamily householder,Householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,49,94,0
69,Not in universe,0,0,9th grade,1,Not in universe,Married-civilian spouse present, nOt In unIverse Or childRen,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,4,Joint both under 65,Not in universe,New Jersey,Householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
12, Never worked,33,28, 10th grade,0, High school, Never married,  retaIl trAde, Other service, White, All other, Female, Not in universe, New entrant, Children or Armed Forces,0,0,1, Nonfiler, Not in universe,Louisiana, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
21,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In univerSe Or chilDren,Not in universe,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,West,Virginia,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
77,Not in universe,0,0,High school graduate,0,Not in universe,Widowed, nOt In uniVerse Or childRen,Not in universe,White,Cuban,Female,Not in universe,Not in universe,Children or Armed Forces,4,0,3,Nonfiler,Not in universe,North Carolina,Nonfamily householder,Nonrelative of householder,Yes,0,Not in universe,England,Cuba,England,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,94,0
1, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In unIverse Or childRen, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,3,0,0, Nonfiler, Northeast,Hawaii, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
7, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univeRse Or chiLdren, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,3,0,1, Nonfiler, Northeast,Colorado, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
0, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univErse Or childRen, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,6,0,5, Nonfiler, Not in universe,Florida, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, ?, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
66, Private,33,38, High school graduate,0, Not in universe, Married-civilian spouse present,  mAnufacturing-durable gOods, Transportation and material moving, White, All other, Male, No, Not in universe, PT for econ reasons usually PT,7592,0,5, Joint both under 65, Not in universe,Louisiana, Householder, Householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
